"event","quarter","id","industry","bin","p","time","resolution","realization","binL","binH","binValue"
2012,2,484,2,9,0,2012.375,1,8.075,6,7,6.5
2012,2,484,2,10,0,2012.375,1,8.075,-1000,6,5
2012,3,484,2,1,0,2012.625,1,8.075,11,1000,12
2012,3,484,2,2,0,2012.625,1,8.075,10,11,10.5
2012,3,484,2,3,0,2012.625,1,8.075,9.5,10,9.75
2012,3,484,2,4,0.03,2012.625,1,8.075,9,9.5,9.25
2012,3,484,2,5,0.23,2012.625,1,8.075,8.5,9,8.75
2012,3,484,2,6,0.55,2012.625,1,8.075,8,8.5,8.25
2012,3,484,2,7,0.16,2012.625,1,8.075,7.5,8,7.75
2012,3,484,2,8,0.03,2012.625,1,8.075,7,7.5,7.25
2012,3,484,2,9,0,2012.625,1,8.075,6,7,6.5
2012,3,484,2,10,0,2012.625,1,8.075,-1000,6,5
2012,4,484,2,1,0,2012.875,1,8.075,11,1000,12
2012,4,484,2,2,0,2012.875,1,8.075,10,11,10.5
2012,4,484,2,3,0,2012.875,1,8.075,9.5,10,9.75
2012,4,484,2,4,0,2012.875,1,8.075,9,9.5,9.25
2012,4,484,2,5,0.07,2012.875,1,8.075,8.5,9,8.75
2012,4,484,2,6,0.72,2012.875,1,8.075,8,8.5,8.25
2012,4,484,2,7,0.2,2012.875,1,8.075,7.5,8,7.75
2012,4,484,2,8,0.01,2012.875,1,8.075,7,7.5,7.25
2012,4,484,2,9,0,2012.875,1,8.075,6,7,6.5
2012,4,484,2,10,0,2012.875,1,8.075,-1000,6,5
2012,5,484,2,1,0,2012.999,2,8.075,11,1000,12
2012,5,484,2,2,0,2012.999,2,8.075,10,11,10.5
2012,5,484,2,3,0,2012.999,2,8.075,9.5,10,9.75
2012,5,484,2,4,0,2012.999,2,8.075,9,9.5,9.25
2012,5,484,2,5,0,2012.999,2,8.075,8.5,9,8.75
2012,5,484,2,6,1,2012.999,2,8.075,8,8.5,8.25
2012,5,484,2,7,0,2012.999,2,8.075,7.5,8,7.75
2012,5,484,2,8,0,2012.999,2,8.075,7,7.5,7.25
2012,5,484,2,9,0,2012.999,2,8.075,6,7,6.5
2012,5,484,2,10,0,2012.999,2,8.075,-1000,6,5
2013,1,484,2,1,0,2010.125,1,7.35833333333333,11,1000,12
2013,1,484,2,2,0.02,2010.125,1,7.35833333333333,10,11,10.5
2013,1,484,2,3,0.08,2010.125,1,7.35833333333333,9.5,10,9.75
2013,1,484,2,4,0.15,2010.125,1,7.35833333333333,9,9.5,9.25
2013,1,484,2,5,0.3,2010.125,1,7.35833333333333,8.5,9,8.75
2013,1,484,2,6,0.22,2010.125,1,7.35833333333333,8,8.5,8.25
2013,1,484,2,7,0.13,2010.125,1,7.35833333333333,7.5,8,7.75
2013,1,484,2,8,0.06,2010.125,1,7.35833333333333,7,7.5,7.25
2013,1,484,2,9,0.03,2010.125,1,7.35833333333333,6,7,6.5
2013,1,484,2,10,0.01,2010.125,1,7.35833333333333,-1000,6,5
2013,2,484,2,1,0,2010.375,1,7.35833333333333,11,1000,12
2013,2,484,2,2,0.02,2010.375,1,7.35833333333333,10,11,10.5
2013,2,484,2,3,0.08,2010.375,1,7.35833333333333,9.5,10,9.75
2013,2,484,2,4,0.22,2010.375,1,7.35833333333333,9,9.5,9.25
2013,2,484,2,5,0.3,2010.375,1,7.35833333333333,8.5,9,8.75
2013,2,484,2,6,0.18,2010.375,1,7.35833333333333,8,8.5,8.25
2013,2,484,2,7,0.1,2010.375,1,7.35833333333333,7.5,8,7.75
2013,2,484,2,8,0.06,2010.375,1,7.35833333333333,7,7.5,7.25
2013,2,484,2,9,0.03,2010.375,1,7.35833333333333,6,7,6.5
2013,2,484,2,10,0.01,2010.375,1,7.35833333333333,-1000,6,5
2013,3,484,2,1,0,2010.625,1,7.35833333333333,11,1000,12
2013,3,484,2,2,0.02,2010.625,1,7.35833333333333,10,11,10.5
2013,3,484,2,3,0.06,2010.625,1,7.35833333333333,9.5,10,9.75
2013,3,484,2,4,0.2,2010.625,1,7.35833333333333,9,9.5,9.25
2013,3,484,2,5,0.3,2010.625,1,7.35833333333333,8.5,9,8.75
2013,3,484,2,6,0.2,2010.625,1,7.35833333333333,8,8.5,8.25
2013,3,484,2,7,0.12,2010.625,1,7.35833333333333,7.5,8,7.75
2013,3,484,2,8,0.06,2010.625,1,7.35833333333333,7,7.5,7.25
2013,3,484,2,9,0.03,2010.625,1,7.35833333333333,6,7,6.5
2013,3,484,2,10,0.01,2010.625,1,7.35833333333333,-1000,6,5
2013,4,484,2,1,0,2010.875,1,7.35833333333333,11,1000,12
2013,4,484,2,2,0.02,2010.875,1,7.35833333333333,10,11,10.5
2013,4,484,2,3,0.06,2010.875,1,7.35833333333333,9.5,10,9.75
2013,4,484,2,4,0.17,2010.875,1,7.35833333333333,9,9.5,9.25
2013,4,484,2,5,0.26,2010.875,1,7.35833333333333,8.5,9,8.75
2013,4,484,2,6,0.24,2010.875,1,7.35833333333333,8,8.5,8.25
2013,4,484,2,7,0.15,2010.875,1,7.35833333333333,7.5,8,7.75
2013,4,484,2,8,0.06,2010.875,1,7.35833333333333,7,7.5,7.25
2013,4,484,2,9,0.03,2010.875,1,7.35833333333333,6,7,6.5
2013,4,484,2,10,0.01,2010.875,1,7.35833333333333,-1000,6,5
2013,1,484,2,1,0,2011.125,1,7.35833333333333,11,1000,12
2013,1,484,2,2,0.01,2011.125,1,7.35833333333333,10,11,10.5
2013,1,484,2,3,0.02,2011.125,1,7.35833333333333,9.5,10,9.75
2013,1,484,2,4,0.06,2011.125,1,7.35833333333333,9,9.5,9.25
2013,1,484,2,5,0.19,2011.125,1,7.35833333333333,8.5,9,8.75
2013,1,484,2,6,0.26,2011.125,1,7.35833333333333,8,8.5,8.25
2013,1,484,2,7,0.24,2011.125,1,7.35833333333333,7.5,8,7.75
2013,1,484,2,8,0.15,2011.125,1,7.35833333333333,7,7.5,7.25
2013,1,484,2,9,0.06,2011.125,1,7.35833333333333,6,7,6.5
2013,1,484,2,10,0.01,2011.125,1,7.35833333333333,-1000,6,5
2013,2,484,2,1,0,2011.375,1,7.35833333333333,11,1000,12
2013,2,484,2,2,0.01,2011.375,1,7.35833333333333,10,11,10.5
2013,2,484,2,3,0.02,2011.375,1,7.35833333333333,9.5,10,9.75
2013,2,484,2,4,0.06,2011.375,1,7.35833333333333,9,9.5,9.25
2013,2,484,2,5,0.19,2011.375,1,7.35833333333333,8.5,9,8.75
2013,2,484,2,6,0.26,2011.375,1,7.35833333333333,8,8.5,8.25
2013,2,484,2,7,0.24,2011.375,1,7.35833333333333,7.5,8,7.75
2013,2,484,2,8,0.15,2011.375,1,7.35833333333333,7,7.5,7.25
2013,2,484,2,9,0.06,2011.375,1,7.35833333333333,6,7,6.5
2013,2,484,2,10,0.01,2011.375,1,7.35833333333333,-1000,6,5
2013,3,484,2,1,0,2011.625,1,7.35833333333333,11,1000,12
2013,3,484,2,2,0.02,2011.625,1,7.35833333333333,10,11,10.5
2013,3,484,2,3,0.08,2011.625,1,7.35833333333333,9.5,10,9.75
2013,3,484,2,4,0.25,2011.625,1,7.35833333333333,9,9.5,9.25
2013,3,484,2,5,0.3,2011.625,1,7.35833333333333,8.5,9,8.75
2013,3,484,2,6,0.15,2011.625,1,7.35833333333333,8,8.5,8.25
2013,3,484,2,7,0.1,2011.625,1,7.35833333333333,7.5,8,7.75
2013,3,484,2,8,0.06,2011.625,1,7.35833333333333,7,7.5,7.25
2013,3,484,2,9,0.03,2011.625,1,7.35833333333333,6,7,6.5
2013,3,484,2,10,0.01,2011.625,1,7.35833333333333,-1000,6,5
2013,1,484,2,1,0,2012.125,1,7.35833333333333,11,1000,12
2013,1,484,2,2,0,2012.125,1,7.35833333333333,10,11,10.5
2013,1,484,2,3,0.03,2012.125,1,7.35833333333333,9.5,10,9.75
2013,1,484,2,4,0.3,2012.125,1,7.35833333333333,9,9.5,9.25
2013,1,484,2,5,0.28,2012.125,1,7.35833333333333,8.5,9,8.75
2013,1,484,2,6,0.24,2012.125,1,7.35833333333333,8,8.5,8.25
2013,1,484,2,7,0.12,2012.125,1,7.35833333333333,7.5,8,7.75
2013,1,484,2,8,0.03,2012.125,1,7.35833333333333,7,7.5,7.25
2013,1,484,2,9,0,2012.125,1,7.35833333333333,6,7,6.5
2013,1,484,2,10,0,2012.125,1,7.35833333333333,-1000,6,5
2013,2,484,2,1,0,2012.375,1,7.35833333333333,11,1000,12
2013,2,484,2,2,0,2012.375,1,7.35833333333333,10,11,10.5
2013,2,484,2,3,0,2012.375,1,7.35833333333333,9.5,10,9.75
2013,2,484,2,4,0.02,2012.375,1,7.35833333333333,9,9.5,9.25
2013,2,484,2,5,0.13,2012.375,1,7.35833333333333,8.5,9,8.75
2013,2,484,2,6,0.24,2012.375,1,7.35833333333333,8,8.5,8.25
2013,2,484,2,7,0.33,2012.375,1,7.35833333333333,7.5,8,7.75
2013,2,484,2,8,0.25,2012.375,1,7.35833333333333,7,7.5,7.25
2013,2,484,2,9,0.03,2012.375,1,7.35833333333333,6,7,6.5
2013,2,484,2,10,0,2012.375,1,7.35833333333333,-1000,6,5
2013,3,484,2,1,0,2012.625,1,7.35833333333333,11,1000,12
2013,3,484,2,2,0,2012.625,1,7.35833333333333,10,11,10.5
2013,3,484,2,3,0,2012.625,1,7.35833333333333,9.5,10,9.75
2013,3,484,2,4,0.02,2012.625,1,7.35833333333333,9,9.5,9.25
2013,3,484,2,5,0.13,2012.625,1,7.35833333333333,8.5,9,8.75
2013,3,484,2,6,0.24,2012.625,1,7.35833333333333,8,8.5,8.25
2013,3,484,2,7,0.33,2012.625,1,7.35833333333333,7.5,8,7.75
2013,3,484,2,8,0.25,2012.625,1,7.35833333333333,7,7.5,7.25
2013,3,484,2,9,0.03,2012.625,1,7.35833333333333,6,7,6.5
2013,3,484,2,10,0,2012.625,1,7.35833333333333,-1000,6,5
2013,4,484,2,1,0,2012.875,1,7.35833333333333,11,1000,12
2013,4,484,2,2,0,2012.875,1,7.35833333333333,10,11,10.5
2013,4,484,2,3,0,2012.875,1,7.35833333333333,9.5,10,9.75
2013,4,484,2,4,0.02,2012.875,1,7.35833333333333,9,9.5,9.25
2013,4,484,2,5,0.13,2012.875,1,7.35833333333333,8.5,9,8.75
2013,4,484,2,6,0.24,2012.875,1,7.35833333333333,8,8.5,8.25
2013,4,484,2,7,0.33,2012.875,1,7.35833333333333,7.5,8,7.75
2013,4,484,2,8,0.25,2012.875,1,7.35833333333333,7,7.5,7.25
2013,4,484,2,9,0.03,2012.875,1,7.35833333333333,6,7,6.5
2013,4,484,2,10,0,2012.875,1,7.35833333333333,-1000,6,5
2013,1,484,2,1,0,2013.125,1,7.35833333333333,11,1000,12
2013,1,484,2,2,0,2013.125,1,7.35833333333333,10,11,10.5
2013,1,484,2,3,0,2013.125,1,7.35833333333333,9.5,10,9.75
2013,1,484,2,4,0.02,2013.125,1,7.35833333333333,9,9.5,9.25
2013,1,484,2,5,0.13,2013.125,1,7.35833333333333,8.5,9,8.75
2013,1,484,2,6,0.24,2013.125,1,7.35833333333333,8,8.5,8.25
2013,1,484,2,7,0.33,2013.125,1,7.35833333333333,7.5,8,7.75
2013,1,484,2,8,0.25,2013.125,1,7.35833333333333,7,7.5,7.25
2013,1,484,2,9,0.03,2013.125,1,7.35833333333333,6,7,6.5
2013,1,484,2,10,0,2013.125,1,7.35833333333333,-1000,6,5
2013,2,484,2,1,0,2013.375,1,7.35833333333333,11,1000,12
2013,2,484,2,2,0,2013.375,1,7.35833333333333,10,11,10.5
2013,2,484,2,3,0,2013.375,1,7.35833333333333,9.5,10,9.75
2013,2,484,2,4,0.02,2013.375,1,7.35833333333333,9,9.5,9.25
2013,2,484,2,5,0.13,2013.375,1,7.35833333333333,8.5,9,8.75
2013,2,484,2,6,0.24,2013.375,1,7.35833333333333,8,8.5,8.25
2013,2,484,2,7,0.33,2013.375,1,7.35833333333333,7.5,8,7.75
2013,2,484,2,8,0.25,2013.375,1,7.35833333333333,7,7.5,7.25
2013,2,484,2,9,0.03,2013.375,1,7.35833333333333,6,7,6.5
2013,2,484,2,10,0,2013.375,1,7.35833333333333,-1000,6,5
2013,3,484,2,1,0,2013.625,1,7.35833333333333,11,1000,12
2013,3,484,2,2,0,2013.625,1,7.35833333333333,10,11,10.5
2013,3,484,2,3,0,2013.625,1,7.35833333333333,9.5,10,9.75
2013,3,484,2,4,0,2013.625,1,7.35833333333333,9,9.5,9.25
2013,3,484,2,5,0.01,2013.625,1,7.35833333333333,8.5,9,8.75
2013,3,484,2,6,0.1,2013.625,1,7.35833333333333,8,8.5,8.25
2013,3,484,2,7,0.6,2013.625,1,7.35833333333333,7.5,8,7.75
2013,3,484,2,8,0.25,2013.625,1,7.35833333333333,7,7.5,7.25
2013,3,484,2,9,0.04,2013.625,1,7.35833333333333,6,7,6.5
2013,3,484,2,10,0,2013.625,1,7.35833333333333,-1000,6,5
2013,5,484,2,1,0,2013.999,2,7.35833333333333,11,1000,12
2013,5,484,2,2,0,2013.999,2,7.35833333333333,10,11,10.5
2013,5,484,2,3,0,2013.999,2,7.35833333333333,9.5,10,9.75
2013,5,484,2,4,0,2013.999,2,7.35833333333333,9,9.5,9.25
2013,5,484,2,5,0,2013.999,2,7.35833333333333,8.5,9,8.75
2013,5,484,2,6,0,2013.999,2,7.35833333333333,8,8.5,8.25
2013,5,484,2,7,0,2013.999,2,7.35833333333333,7.5,8,7.75
2013,5,484,2,8,1,2013.999,2,7.35833333333333,7,7.5,7.25
2013,5,484,2,9,0,2013.999,2,7.35833333333333,6,7,6.5
2013,5,484,2,10,0,2013.999,2,7.35833333333333,-1000,6,5
2014,1,484,2,1,0,2014.125,1,6.15833333333333,9,1000,10
2014,1,484,2,2,0.01,2014.125,1,6.15833333333333,8,9,8.5
2014,1,484,2,3,0.03,2014.125,1,6.15833333333333,7.5,8,7.75
2014,1,484,2,4,0.29,2014.125,1,6.15833333333333,7,7.5,7.25
2014,1,484,2,5,0.35,2014.125,1,6.15833333333333,6.5,7,6.75
2014,1,484,2,6,0.21,2014.125,1,6.15833333333333,6,6.5,6.25
2014,1,484,2,7,0.07,2014.125,1,6.15833333333333,5.5,6,5.75
2014,1,484,2,8,0.03,2014.125,1,6.15833333333333,5,5.5,5.25
2014,1,484,2,9,0.01,2014.125,1,6.15833333333333,4,5,4.5
2014,1,484,2,10,0,2014.125,1,6.15833333333333,-1000,4,3
2014,2,484,2,1,0,2014.375,1,6.15833333333333,9,1000,10
2014,2,484,2,2,0.01,2014.375,1,6.15833333333333,8,9,8.5
2014,2,484,2,3,0.03,2014.375,1,6.15833333333333,7.5,8,7.75
2014,2,484,2,4,0.29,2014.375,1,6.15833333333333,7,7.5,7.25
2014,2,484,2,5,0.35,2014.375,1,6.15833333333333,6.5,7,6.75
2014,2,484,2,6,0.21,2014.375,1,6.15833333333333,6,6.5,6.25
2014,2,484,2,7,0.07,2014.375,1,6.15833333333333,5.5,6,5.75
2014,2,484,2,8,0.03,2014.375,1,6.15833333333333,5,5.5,5.25
2014,2,484,2,9,0.01,2014.375,1,6.15833333333333,4,5,4.5
2014,2,484,2,10,0,2014.375,1,6.15833333333333,-1000,4,3
2014,3,484,2,1,0,2014.625,1,6.15833333333333,9,1000,10
2014,3,484,2,2,0,2014.625,1,6.15833333333333,8,9,8.5
2014,3,484,2,3,0.02,2014.625,1,6.15833333333333,7.5,8,7.75
2014,3,484,2,4,0.08,2014.625,1,6.15833333333333,7,7.5,7.25
2014,3,484,2,5,0.34,2014.625,1,6.15833333333333,6.5,7,6.75
2014,3,484,2,6,0.48,2014.625,1,6.15833333333333,6,6.5,6.25
2014,3,484,2,7,0.07,2014.625,1,6.15833333333333,5.5,6,5.75
2014,3,484,2,8,0.01,2014.625,1,6.15833333333333,5,5.5,5.25
2014,3,484,2,9,0,2014.625,1,6.15833333333333,4,5,4.5
2014,3,484,2,10,0,2014.625,1,6.15833333333333,-1000,4,3
2014,4,484,2,1,0,2014.875,1,6.15833333333333,9,1000,10
2014,4,484,2,2,0,2014.875,1,6.15833333333333,8,9,8.5
2014,4,484,2,3,0,2014.875,1,6.15833333333333,7.5,8,7.75
2014,4,484,2,4,0.01,2014.875,1,6.15833333333333,7,7.5,7.25
2014,4,484,2,5,0.12,2014.875,1,6.15833333333333,6.5,7,6.75
2014,4,484,2,6,0.75,2014.875,1,6.15833333333333,6,6.5,6.25
2014,4,484,2,7,0.11,2014.875,1,6.15833333333333,5.5,6,5.75
2014,4,484,2,8,0.01,2014.875,1,6.15833333333333,5,5.5,5.25
2014,4,484,2,9,0,2014.875,1,6.15833333333333,4,5,4.5
2014,4,484,2,10,0,2014.875,1,6.15833333333333,-1000,4,3
2014,5,484,2,1,0,2014.999,2,6.15833333333333,9,1000,10
2014,5,484,2,2,0,2014.999,2,6.15833333333333,8,9,8.5
2014,5,484,2,3,0,2014.999,2,6.15833333333333,7.5,8,7.75
2014,5,484,2,4,0,2014.999,2,6.15833333333333,7,7.5,7.25
2014,5,484,2,5,0,2014.999,2,6.15833333333333,6.5,7,6.75
2014,5,484,2,6,1,2014.999,2,6.15833333333333,6,6.5,6.25
2014,5,484,2,7,0,2014.999,2,6.15833333333333,5.5,6,5.75
2014,5,484,2,8,0,2014.999,2,6.15833333333333,5,5.5,5.25
2014,5,484,2,9,0,2014.999,2,6.15833333333333,4,5,4.5
2014,5,484,2,10,0,2014.999,2,6.15833333333333,-1000,4,3
2015,1,484,2,1,0,2014.125,1,5.275,9,1000,10
2015,1,484,2,2,0.01,2014.125,1,5.275,8,9,8.5
2015,1,484,2,3,0.02,2014.125,1,5.275,7.5,8,7.75
2015,1,484,2,4,0.23,2014.125,1,5.275,7,7.5,7.25
2015,1,484,2,5,0.3,2014.125,1,5.275,6.5,7,6.75
2015,1,484,2,6,0.3,2014.125,1,5.275,6,6.5,6.25
2015,1,484,2,7,0.1,2014.125,1,5.275,5.5,6,5.75
2015,1,484,2,8,0.03,2014.125,1,5.275,5,5.5,5.25
2015,1,484,2,9,0.01,2014.125,1,5.275,4,5,4.5
2015,1,484,2,10,0,2014.125,1,5.275,-1000,4,3
2015,2,484,2,1,0,2014.375,1,5.275,9,1000,10
2015,2,484,2,2,0.01,2014.375,1,5.275,8,9,8.5
2015,2,484,2,3,0.02,2014.375,1,5.275,7.5,8,7.75
2015,2,484,2,4,0.26,2014.375,1,5.275,7,7.5,7.25
2015,2,484,2,5,0.3,2014.375,1,5.275,6.5,7,6.75
2015,2,484,2,6,0.3,2014.375,1,5.275,6,6.5,6.25
2015,2,484,2,7,0.07,2014.375,1,5.275,5.5,6,5.75
2015,2,484,2,8,0.03,2014.375,1,5.275,5,5.5,5.25
2015,2,484,2,9,0.01,2014.375,1,5.275,4,5,4.5
2015,2,484,2,10,0,2014.375,1,5.275,-1000,4,3
2015,3,484,2,1,0,2014.625,1,5.275,9,1000,10
2015,3,484,2,2,0,2014.625,1,5.275,8,9,8.5
2015,3,484,2,3,0.01,2014.625,1,5.275,7.5,8,7.75
2015,3,484,2,4,0.1,2014.625,1,5.275,7,7.5,7.25
2015,3,484,2,5,0.3,2014.625,1,5.275,6.5,7,6.75
2015,3,484,2,6,0.33,2014.625,1,5.275,6,6.5,6.25
2015,3,484,2,7,0.22,2014.625,1,5.275,5.5,6,5.75
2015,3,484,2,8,0.03,2014.625,1,5.275,5,5.5,5.25
2015,3,484,2,9,0.01,2014.625,1,5.275,4,5,4.5
2015,3,484,2,10,0,2014.625,1,5.275,-1000,4,3
2015,4,484,2,1,0,2014.875,1,5.275,9,1000,10
2015,4,484,2,2,0,2014.875,1,5.275,8,9,8.5
2015,4,484,2,3,0.01,2014.875,1,5.275,7.5,8,7.75
2015,4,484,2,4,0.08,2014.875,1,5.275,7,7.5,7.25
2015,4,484,2,5,0.22,2014.875,1,5.275,6.5,7,6.75
2015,4,484,2,6,0.35,2014.875,1,5.275,6,6.5,6.25
2015,4,484,2,7,0.3,2014.875,1,5.275,5.5,6,5.75
2015,4,484,2,8,0.03,2014.875,1,5.275,5,5.5,5.25
2015,4,484,2,9,0.01,2014.875,1,5.275,4,5,4.5
2015,4,484,2,10,0,2014.875,1,5.275,-1000,4,3
2015,5,484,2,1,0,2015.999,2,5.275,9,1000,10
2015,5,484,2,2,0,2015.999,2,5.275,8,9,8.5
2015,5,484,2,3,0,2015.999,2,5.275,7.5,8,7.75
2015,5,484,2,4,0,2015.999,2,5.275,7,7.5,7.25
2015,5,484,2,5,0,2015.999,2,5.275,6.5,7,6.75
2015,5,484,2,6,0,2015.999,2,5.275,6,6.5,6.25
2015,5,484,2,7,0,2015.999,2,5.275,5.5,6,5.75
2015,5,484,2,8,1,2015.999,2,5.275,5,5.5,5.25
2015,5,484,2,9,0,2015.999,2,5.275,4,5,4.5
2015,5,484,2,10,0,2015.999,2,5.275,-1000,4,3
2016,1,484,2,1,0,2014.125,1,4.875,9,1000,10
2016,1,484,2,2,0.01,2014.125,1,4.875,8,9,8.5
2016,1,484,2,3,0.02,2014.125,1,4.875,7.5,8,7.75
2016,1,484,2,4,0.23,2014.125,1,4.875,7,7.5,7.25
2016,1,484,2,5,0.3,2014.125,1,4.875,6.5,7,6.75
2016,1,484,2,6,0.3,2014.125,1,4.875,6,6.5,6.25
2016,1,484,2,7,0.1,2014.125,1,4.875,5.5,6,5.75
2016,1,484,2,8,0.03,2014.125,1,4.875,5,5.5,5.25
2016,1,484,2,9,0.01,2014.125,1,4.875,4,5,4.5
2016,1,484,2,10,0,2014.125,1,4.875,-1000,4,3
2016,2,484,2,1,0,2014.375,1,4.875,9,1000,10
2016,2,484,2,2,0.01,2014.375,1,4.875,8,9,8.5
2016,2,484,2,3,0.02,2014.375,1,4.875,7.5,8,7.75
2016,2,484,2,4,0.26,2014.375,1,4.875,7,7.5,7.25
2016,2,484,2,5,0.3,2014.375,1,4.875,6.5,7,6.75
2016,2,484,2,6,0.3,2014.375,1,4.875,6,6.5,6.25
2016,2,484,2,7,0.07,2014.375,1,4.875,5.5,6,5.75
2016,2,484,2,8,0.03,2014.375,1,4.875,5,5.5,5.25
2016,2,484,2,9,0.01,2014.375,1,4.875,4,5,4.5
2016,2,484,2,10,0,2014.375,1,4.875,-1000,4,3
2016,3,484,2,1,0,2014.625,1,4.875,9,1000,10
2016,3,484,2,2,0,2014.625,1,4.875,8,9,8.5
2016,3,484,2,3,0.01,2014.625,1,4.875,7.5,8,7.75
2016,3,484,2,4,0.1,2014.625,1,4.875,7,7.5,7.25
2016,3,484,2,5,0.3,2014.625,1,4.875,6.5,7,6.75
2016,3,484,2,6,0.33,2014.625,1,4.875,6,6.5,6.25
2016,3,484,2,7,0.22,2014.625,1,4.875,5.5,6,5.75
2016,3,484,2,8,0.03,2014.625,1,4.875,5,5.5,5.25
2016,3,484,2,9,0.01,2014.625,1,4.875,4,5,4.5
2016,3,484,2,10,0,2014.625,1,4.875,-1000,4,3
2016,4,484,2,1,0,2014.875,1,4.875,9,1000,10
2016,4,484,2,2,0,2014.875,1,4.875,8,9,8.5
2016,4,484,2,3,0.01,2014.875,1,4.875,7.5,8,7.75
2016,4,484,2,4,0.02,2014.875,1,4.875,7,7.5,7.25
2016,4,484,2,5,0.14,2014.875,1,4.875,6.5,7,6.75
2016,4,484,2,6,0.31,2014.875,1,4.875,6,6.5,6.25
2016,4,484,2,7,0.33,2014.875,1,4.875,5.5,6,5.75
2016,4,484,2,8,0.15,2014.875,1,4.875,5,5.5,5.25
2016,4,484,2,9,0.03,2014.875,1,4.875,4,5,4.5
2016,4,484,2,10,0.01,2014.875,1,4.875,-1000,4,3
2016,5,484,2,1,0,2016.999,2,4.875,9,1000,10
2016,5,484,2,2,0,2016.999,2,4.875,8,9,8.5
2016,5,484,2,3,0,2016.999,2,4.875,7.5,8,7.75
2016,5,484,2,4,0,2016.999,2,4.875,7,7.5,7.25
2016,5,484,2,5,0,2016.999,2,4.875,6.5,7,6.75
2016,5,484,2,6,0,2016.999,2,4.875,6,6.5,6.25
2016,5,484,2,7,0,2016.999,2,4.875,5.5,6,5.75
2016,5,484,2,8,0,2016.999,2,4.875,5,5.5,5.25
2016,5,484,2,9,1,2016.999,2,4.875,4,5,4.5
2016,5,484,2,10,0,2016.999,2,4.875,-1000,4,3
2017,1,484,2,1,0,2014.125,1,4.35833333333333,9,1000,10
2017,1,484,2,2,0.01,2014.125,1,4.35833333333333,8,9,8.5
2017,1,484,2,3,0.02,2014.125,1,4.35833333333333,7.5,8,7.75
2017,1,484,2,4,0.23,2014.125,1,4.35833333333333,7,7.5,7.25
2017,1,484,2,5,0.3,2014.125,1,4.35833333333333,6.5,7,6.75
2017,1,484,2,6,0.3,2014.125,1,4.35833333333333,6,6.5,6.25
2017,1,484,2,7,0.1,2014.125,1,4.35833333333333,5.5,6,5.75
2017,1,484,2,8,0.03,2014.125,1,4.35833333333333,5,5.5,5.25
2017,1,484,2,9,0.01,2014.125,1,4.35833333333333,4,5,4.5
2017,1,484,2,10,0,2014.125,1,4.35833333333333,-1000,4,3
2017,2,484,2,1,0,2014.375,1,4.35833333333333,9,1000,10
2017,2,484,2,2,0.01,2014.375,1,4.35833333333333,8,9,8.5
2017,2,484,2,3,0.02,2014.375,1,4.35833333333333,7.5,8,7.75
2017,2,484,2,4,0.26,2014.375,1,4.35833333333333,7,7.5,7.25
2017,2,484,2,5,0.3,2014.375,1,4.35833333333333,6.5,7,6.75
2017,2,484,2,6,0.3,2014.375,1,4.35833333333333,6,6.5,6.25
2017,2,484,2,7,0.07,2014.375,1,4.35833333333333,5.5,6,5.75
2017,2,484,2,8,0.03,2014.375,1,4.35833333333333,5,5.5,5.25
2017,2,484,2,9,0.01,2014.375,1,4.35833333333333,4,5,4.5
2017,2,484,2,10,0,2014.375,1,4.35833333333333,-1000,4,3
2017,3,484,2,1,0,2014.625,1,4.35833333333333,9,1000,10
2017,3,484,2,2,0,2014.625,1,4.35833333333333,8,9,8.5
2017,3,484,2,3,0.01,2014.625,1,4.35833333333333,7.5,8,7.75
2017,3,484,2,4,0.1,2014.625,1,4.35833333333333,7,7.5,7.25
2017,3,484,2,5,0.3,2014.625,1,4.35833333333333,6.5,7,6.75
2017,3,484,2,6,0.33,2014.625,1,4.35833333333333,6,6.5,6.25
2017,3,484,2,7,0.22,2014.625,1,4.35833333333333,5.5,6,5.75
2017,3,484,2,8,0.03,2014.625,1,4.35833333333333,5,5.5,5.25
2017,3,484,2,9,0.01,2014.625,1,4.35833333333333,4,5,4.5
2017,3,484,2,10,0,2014.625,1,4.35833333333333,-1000,4,3
2017,4,484,2,1,0,2014.875,1,4.35833333333333,9,1000,10
2017,4,484,2,2,0,2014.875,1,4.35833333333333,8,9,8.5
2017,4,484,2,3,0.01,2014.875,1,4.35833333333333,7.5,8,7.75
2017,4,484,2,4,0.02,2014.875,1,4.35833333333333,7,7.5,7.25
2017,4,484,2,5,0.14,2014.875,1,4.35833333333333,6.5,7,6.75
2017,4,484,2,6,0.31,2014.875,1,4.35833333333333,6,6.5,6.25
2017,4,484,2,7,0.33,2014.875,1,4.35833333333333,5.5,6,5.75
2017,4,484,2,8,0.15,2014.875,1,4.35833333333333,5,5.5,5.25
2017,4,484,2,9,0.03,2014.875,1,4.35833333333333,4,5,4.5
2017,4,484,2,10,0.01,2014.875,1,4.35833333333333,-1000,4,3
2017,5,484,2,1,0,2017.999,2,4.35833333333333,9,1000,10
2017,5,484,2,2,0,2017.999,2,4.35833333333333,8,9,8.5
2017,5,484,2,3,0,2017.999,2,4.35833333333333,7.5,8,7.75
2017,5,484,2,4,0,2017.999,2,4.35833333333333,7,7.5,7.25
2017,5,484,2,5,0,2017.999,2,4.35833333333333,6.5,7,6.75
2017,5,484,2,6,0,2017.999,2,4.35833333333333,6,6.5,6.25
