"event","time","p","resolution","quarter","bin","realization","grpd_time_event"
2017,2015.875,0.00918484848484848,1,4,4,4.35833333333333,89
2017,2015.875,0.0187333333333333,1,4,5,4.35833333333333,89
2017,2015.875,0.038130303030303,1,4,6,4.35833333333333,89
2017,2015.875,0.091169696969697,1,4,7,4.35833333333333,89
2017,2015.875,0.297772727272727,1,4,8,4.35833333333333,89
2017,2015.875,0.450178787878788,1,4,9,4.35833333333333,89
2017,2015.875,0.0883121212121212,1,4,10,4.35833333333333,89
2017,2016.125,6e-04,1,1,1,4.35833333333333,93
2017,2016.125,0.00144705882352941,1,1,2,4.35833333333333,93
2017,2016.125,0.00167058823529412,1,1,3,4.35833333333333,93
2017,2016.125,0.00553529411764706,1,1,4,4.35833333333333,93
2017,2016.125,0.0117117647058824,1,1,5,4.35833333333333,93
2017,2016.125,0.0257176470588235,1,1,6,4.35833333333333,93
2017,2016.125,0.0766235294117647,1,1,7,4.35833333333333,93
2017,2016.125,0.2417,1,1,8,4.35833333333333,93
2017,2016.125,0.531629411764706,1,1,9,4.35833333333333,93
2017,2016.125,0.103364705882353,1,1,10,4.35833333333333,93
2017,2016.375,0.00144722222222222,1,2,1,4.35833333333333,97
2017,2016.375,0.00133333333333333,1,2,2,4.35833333333333,97
2017,2016.375,0.00143055555555556,1,2,3,4.35833333333333,97
2017,2016.375,0.00406944444444444,1,2,4,4.35833333333333,97
2017,2016.375,0.009525,1,2,5,4.35833333333333,97
2017,2016.375,0.0215333333333333,1,2,6,4.35833333333333,97
2017,2016.375,0.0653027777777778,1,2,7,4.35833333333333,97
2017,2016.375,0.271502777777778,1,2,8,4.35833333333333,97
2017,2016.375,0.539163888888889,1,2,9,4.35833333333333,97
2017,2016.375,0.0846916666666667,1,2,10,4.35833333333333,97
2017,2016.625,6e-04,1,3,1,4.35833333333333,101
2017,2016.625,0.000651428571428571,1,3,2,4.35833333333333,101
2017,2016.625,0.00125142857142857,1,3,3,4.35833333333333,101
2017,2016.625,0.00368,1,3,4,4.35833333333333,101
2017,2016.625,0.00825714285714286,1,3,5,4.35833333333333,101
2017,2016.625,0.0205428571428571,1,3,6,4.35833333333333,101
2017,2016.625,0.0570914285714286,1,3,7,4.35833333333333,101
2017,2016.625,0.231348571428571,1,3,8,4.35833333333333,101
2017,2016.625,0.616017142857143,1,3,9,4.35833333333333,101
2017,2016.625,0.06056,1,3,10,4.35833333333333,101
2017,2016.875,0.000147058823529412,1,4,1,4.35833333333333,105
2017,2016.875,0.000294117647058824,1,4,2,4.35833333333333,105
2017,2016.875,0.00088235294117647,1,4,3,4.35833333333333,105
2017,2016.875,0.00135294117647059,1,4,4,4.35833333333333,105
2017,2016.875,0.00387647058823529,1,4,5,4.35833333333333,105
2017,2016.875,0.0134470588235294,1,4,6,4.35833333333333,105
2017,2016.875,0.0698352941176471,1,4,7,4.35833333333333,105
2017,2016.875,0.264764705882353,1,4,8,4.35833333333333,105
2017,2016.875,0.590341176470588,1,4,9,4.35833333333333,105
2017,2016.875,0.0550588235294118,1,4,10,4.35833333333333,105
2017,2017.125,0.000723529411764706,1,1,1,4.35833333333333,109
2017,2017.125,0.00149705882352941,1,1,2,4.35833333333333,109
2017,2017.125,0.00175882352941176,1,1,3,4.35833333333333,109
2017,2017.125,0.00242941176470588,1,1,4,4.35833333333333,109
2017,2017.125,0.00447058823529412,1,1,5,4.35833333333333,109
2017,2017.125,0.0104264705882353,1,1,6,4.35833333333333,109
2017,2017.125,0.0619323529411765,1,1,7,4.35833333333333,109
2017,2017.125,0.2115,1,1,8,4.35833333333333,109
2017,2017.125,0.654,1,1,9,4.35833333333333,109
2017,2017.125,0.0512617647058824,1,1,10,4.35833333333333,109
2017,2017.375,0.000344827586206897,1,2,1,4.35833333333333,112
2017,2017.375,0.000344827586206897,1,2,2,4.35833333333333,112
2017,2017.375,0.000344827586206897,1,2,3,4.35833333333333,112
2017,2017.375,0.000344827586206897,1,2,4,4.35833333333333,112
2017,2017.375,0.000689655172413793,1,2,5,4.35833333333333,112
2017,2017.375,0.00172413793103448,1,2,6,4.35833333333333,112
2017,2017.375,0.0293793103448276,1,2,7,4.35833333333333,112
2017,2017.375,0.151034482758621,1,2,8,4.35833333333333,112
2017,2017.375,0.753365517241379,1,2,9,4.35833333333333,112
2017,2017.375,0.0624275862068965,1,2,10,4.35833333333333,112
2017,2017.625,0,1,3,1,4.35833333333333,115
2017,2017.625,0,1,3,2,4.35833333333333,115
2017,2017.625,0,1,3,3,4.35833333333333,115
2017,2017.625,0.000625,1,3,4,4.35833333333333,115
2017,2017.625,0.0009375,1,3,5,4.35833333333333,115
2017,2017.625,0.00125,1,3,6,4.35833333333333,115
2017,2017.625,0.0071875,1,3,7,4.35833333333333,115
2017,2017.625,0.0781375,1,3,8,4.35833333333333,115
2017,2017.625,0.820925,1,3,9,4.35833333333333,115
2017,2017.625,0.0909375,1,3,10,4.35833333333333,115
2017,2017.875,0.00034375,1,4,1,4.35833333333333,118
2017,2017.875,0.00034375,1,4,2,4.35833333333333,118
2017,2017.875,0.00034375,1,4,3,4.35833333333333,118
2017,2017.875,0.00034375,1,4,4,4.35833333333333,118
2017,2017.875,0.00065625,1,4,5,4.35833333333333,118
2017,2017.875,0.00128125,1,4,6,4.35833333333333,118
2017,2017.875,0.00284375,1,4,7,4.35833333333333,118
2017,2017.875,0.02690625,1,4,8,4.35833333333333,118
2017,2017.875,0.8975625,1,4,9,4.35833333333333,118
2017,2017.875,0.069375,1,4,10,4.35833333333333,118
2017,2017.999,0,2,5,1,4.35833333333333,121
2017,2017.999,0,2,5,2,4.35833333333333,121
2017,2017.999,0,2,5,3,4.35833333333333,121
2017,2017.999,0,2,5,4,4.35833333333333,121
2017,2017.999,0,2,5,5,4.35833333333333,121
2017,2017.999,0,2,5,6,4.35833333333333,121
2017,2017.999,0,2,5,7,4.35833333333333,121
2017,2017.999,0,2,5,8,4.35833333333333,121
2017,2017.999,1,2,5,9,4.35833333333333,121
