"grpd_time_event","mean_sqDevFromRealization","mean_VarPredicted","mean_error","mean_disagreementEV","mean_time","event","meanEV","mean_disagreementEVMinusPersoni","mean_realization","dataSet"
203,0.1664504765625,0.705625044270833,-0.539174567708333,0.152308064208984,2002.375,2002,1.618921875,0.152149575068288,1.5,"PRPGDP"
204,0.3219551640625,0.891901606770833,-0.569946442708333,0.29066487084961,2002.375,2003,2.176890625,0.290362410005853,2,"PRPGDP"
205,0.0824310344827586,0.577626436781609,-0.495195402298851,0.0816889417360286,2002.625,2002,1.52724137931034,0.0815847466572836,1.5,"PRPGDP"
206,0.250271551724138,1.0105617816092,-0.760290229885057,0.232509096313912,2002.625,2003,1.86672413793103,0.232212528589022,2,"PRPGDP"
207,0.0766216666666667,0.293711666666667,-0.21709,0.0763326666666667,2002.875,2002,1.483,0.0762419024970274,1.5,"PRPGDP"
208,0.246624166666667,0.789959166666667,-0.543335,0.155922805555556,2002.875,2003,1.69883333333333,0.155737403884265,2,"PRPGDP"
209,0.18996640625,0.837038802083333,-0.647072395833333,0.179619702148438,2003.125,2003,1.89828125,0.179432792989074,2,"PRPGDP"
210,0.6378609375,1.02534739583333,-0.387486458333333,0.24371240234375,2003.125,2004,2.0721875,0.24345879942768,2.7,"PRPGDP"
211,0.371621774193548,0.835985752688172,-0.464363978494624,0.355509157127992,2003.375,2003,1.87306451612903,0.355114146953405,2,"PRPGDP"
212,0.992096774193549,1.00788172043011,-0.0157849462365588,0.522650780437045,2003.375,2004,2.01483870967742,0.522070057347671,2.7,"PRPGDP"
213,0.316704,0.496829333333333,-0.180125333333333,0.22355696,2003.625,2003,1.6948,0.223168840277778,2,"PRPGDP"
214,0.848097,0.737896333333333,0.110200666666667,0.28349504,2003.625,2004,1.9486,0.283002861111111,2.7,"PRPGDP"
215,0.174154166666667,0.305429166666667,-0.131275,0.0527019166666667,2003.875,2003,1.6515,0.0526392508917955,2,"PRPGDP"
216,0.9438,0.706566666666667,0.237233333333334,0.155256,2003.875,2004,1.812,0.155071391200951,2.7,"PRPGDP"
217,1.15811442307692,0.893065064102564,0.265049358974359,0.10472799556213,2004.125,2004,1.67365384615385,0.104560430769231,2.7,"PRPGDP"
218,1.67145384615385,1.13116794871795,0.540285897435897,0.159499852071006,2004.125,2005,1.87038461538462,0.159244652307692,3.1,"PRPGDP"
219,0.740918965517242,0.674448850574713,0.0664701149425289,0.384633472057075,2004.375,2004,2.10310344827586,0.384142868138635,2.7,"PRPGDP"
220,1.03616465517241,0.877151436781609,0.159013218390805,0.424263079667063,2004.375,2005,2.31775862068966,0.423721927779733,3.1,"PRPGDP"
